RecipeId,name,ingredients,instructions
243,Amber and Zach's Kisses,"granulated sugar, baking powder, salt","Beat egg whites until they are very stiff. Add the sugar slowly while beating the stiff egg whites. Drop by teaspoonfuls onto waxed paper lined cookie sheet. Bake at 275 degrees Fahrenheit for 50 minutes. Adds a wonderful decoration to anything edible or eat them by themselves. For a colorful variation, separate into small bowls and add small drops of food coloring to a more colorful decoration. Experiment with  them. Use your imagination to make all kinds of food art; flowers, smiley faces, animals, etc."
245,Swiss Crab Melt,"English muffins, tomatoes, celery, lemon juice, mayonnaise, swiss cheese",Split English muffins and broil until lightly browned. Top each half  with a fourth of the crab meat. Place a slice of tomato on each. Sprinkle with salt and pepper. Top with Swiss cheese. Put back under the broiler briefly until cheese melts. Serve while hot.
246,Lee's Hot Crab Dip,"cream cheese, sour cream, mayonnaise, lemon juice, Worcestershire sauce, dry mustard, milk, cheddar cheese","Remove cartilage from crab meat. In a large bowl, mix cream cheese, sour cream, mayonnaise, lemon juice, Worcestershire sauce, dry mustard, and garlic salt until smooth. Add enough milk to make mixture creamy. Stir in 2 tablespoons of the grated cheese. Fold crab meat into cream cheese mixture. Pour into greased 1-quart casserole. Top with remaining cheese and paprika. Bake at 325 degrees Fahrenheit until mixture is bubbly and browned on top, about 30 minutes."
247,Grilled Avocado Toast,"olive oil, garlic clove, plum tomatoes, red onion, avocado, pepper, cheddar cheese","Combine olive oil and garlic. Cut bread diagonally into 1/2 inch slices. Brush  each slice with oil. Place on a cookie sheet; broil or grill until golden, approximately 5 minutes. Top each slice with tomato, onion, avocado and cheese. Return  to broiler for 5 to 10 minutes until avocados begin to blister and brown."
248,Mustard Dill Sauce I,"spicy brown mustard, sugar, distilled white vinegar, dry mustard, fresh dill",Whisk first 4 ingredients in bowl. Gradually whisk in oil. Stir in dill. Cover and chill.
249,Cucumber Pita Wedges,"cream cheese, cucumber, lemon-pepper seasoning","In a mixing bowl, beat cream cheese and salad dressing mix until combined. Split pita breads in half, forming two circles. Spread cream cheese mixture over pita circles; cut each into six wedges. Top with cucumbers. Sprinkle with lemon-pepper."
250,Thai Chicken Curry,"coconut milk, potatoes, nam pla, curry powder, clove, boneless chicken","Combine cocnut milk, potatoes, nam pla, curry powder, and cloves. Simmer 15 minutes. Add chicken; cover, increase heat and cook until chicken and potatoes are tender, about 8 minutes. Stir  occasionally. Serve with rice."
251,Thai Chicken Noodles,"boneless skinless chicken breast halves, white wine, garlic cloves, shallots, shrimp, tomato paste, sugar, nam pla, bean sprouts, basil, peanuts","Marinate chicken in wine 30 minutes. In a small skillet, saute garlic and shallots in 3 Tablespoons oil until crisp; drain, reserving oil. Boil rice vermicelli noodles 2 minutes; drain; toss with garlic oil. Grind red chilies. In a wok, heat 1 tablespoon oil and fry chilies 1 minute, until aroma mellows. Add chicken and wine, and sliced Chinese mushrooms; stir-fry 3 minutes. Add shrimp; heat through; add tomato paste, 2 tablespoons sugar, and nam pla. Add bean sprouts and basil; stir 2 minutes. Add noodles; toss. Garnish with garlic, shallots, and peanuts."
252,Sorrel Tarragon Sauce,"mayonnaise, sour cream, fresh sorrel, arugula, fresh tarragon, dried tarragon, fresh chives, green onion tops, fresh parsley, fresh lemon juice, garlic",Mix all ingredients in medium bowl. Season with salt and pepper. Cover and chill at least 4 hours. (Can be prepared 1 day ahead. Keep refrigerated.)
253,Thai Cucumber Salad,"cucumber, onion, sugar, nam pla, lime, peanuts",Seed and finely chop cucumbers; pat dry. Mix together with onion and shrimp;  sprinkle with sugar. Season with nam pla and lime juice. Sprinkle with peanuts and optional chilies.
254,Lime Pistachio Bars,"all-purpose flour, powdered sugar, unsalted butter, eggs, granulated sugar, all-purpose flour, baking powder, lime zest, lime juice, unsalted shelled pistachio","To prepare crust: Preheat oven to 350°. Coat bottom of 8-inch square baking pan with cooking spray. Place flour and powdered sugar in bowl of food processor. Add butter. Pulse machine on and off until mixture resembles coarse meal. (By hand, place flour and sugar in mixing bowl; add butter. Cut butter into dry ingredients using pastry blender or 2 table knives.) Remove mixture from processor; knead gently until dough holds together and forms solid mass. Press dough evenly into prepared pan. Bake on center rack until crust is lightly colored, 15-18 minutes. Remove from oven; retain oven temperature. To prepare filling: Beat eggs in mixer on medium speed 1 to 2 minutes. Add sugar, flour and baking powder; beat 1 minute at high speed. Stir in lime zest and juice. Pour mixture over baked crust and spread evenly with spatula. Return pan to oven and bake until top is light brown and center is set, 20-25 minutes. Sprinkle pistachios over top, pressing them down so they adhere well. Let cool completely in pan. Using long, heavy, sharp knife, cut into 16 squares. If not using immediately, arrange squares on plate and cover with plastic wrap. (Bars can be prepared 1 day ahead). Serve bars cold or at room temperature."
256,London Bars,"butter, margarine, sugar, eggs, all-purpose flour, vanilla extract, pecans","Cream butter in a large mixing bowl; gradually add 1/4 cup sugar, beating until light and fluffy. Add egg yolks, one at a time, beating well  after each addition. Stir in flour, blending well. Press mixture into a lightly greased 15 x 10 x 1\, , , , , , , , , , 
, , , , , , , , , , , , , , "
257,Stewed Jimmy Crabs,"tap water, bacon, flour, salt, pepper, onion, potatoes","Remove all traces of mud from crabs. Pull off back shell and innards. Set a 10 quart pot on the burner. Lay 4 strips of bacon on the bottom of the pan and fry. Set aside bacon. To the bacon grease add 2 tablespoons of flour. Brown the flour in the grease, then add 1 quart of water to the pot. Add the diced onion, the cleaned crabs, and the salt and pepper. Cook over medium heat for 25 minutes, then add potatoes. When potatoes are cooked through, remove the stew from the heat and serve hot. For hearty crab eaters, allow 4 crabs per serving."
258,Ann's Blooming Lovely Chocolate Cheesecake,"margarine, firm tofu, oranges, banana, cocoa powder, sugar, soya milk","To make the base:, Melt the margarine gently in a saucepan. Crush  the digestive biscuits until they resemble fine breadcrumbs. Take  the margarine off the heat and mix in the biscuit crumbs. Press this mixture into an 11\, , , , , , , , , , , , 
, , , , , , "
259,Chinese Style Sauteed Firm Tofu,"firm tofu, salt, onion, mushrooms, carrot, green bell peppers, sake, white wine, soy sauce, gingerroot, sugar, water, cornstarch","Cut tofu crosswise into pieces the shape of French-fried potatoes. Heat a wok, coat with oil and sprinkle on the salt. Add onion then mushrooms, stir-frying each over high heat for about 30 seconds. Reduce heat to medium-low. Add carrot, green pepper and tofu in that order, sauteing each for about 1 minute. Reduce heat to low and add sake, soy sauce, ginger, sugar and water. Simmer for 3 to 4 minutes. Stir in dissolved cornstarch and simmer 30 seconds more."
260,Chesapeake Bay Crab Salad,"mayonnaise, pimiento, Dijon mustard, Worcestershire sauce, salt, lemon, celery, lettuce, lemon slice, paprika","Remove cartilage from crab meat. In a bowl, mix mayonnaise, pimiento, mustard, Worcestershire sauce, salt, hot pepper sauce, lemon juice, and celery. Blend well. Pour over crab meat and toss lightly but evenly. Refrigerate. Serve in bowl lined with lettuce leaves. Garnish with lemon  slices and sprinkle with paprika."
261,Crab Bisque Chincoteague,"butter, flour, milk, sharp cheddar cheese, lemon pepper, cooking sherry, parsley, salt","Melt butter in a heavy 4-quart saucepan over medium heat. Stir in flour to make a roux. Slowly add milk until it is well blended. Stirring constantly, add cheese and cook until mixture thickens. Reduce heat and add seasonings, sherry, cream, and parsley. When mixture is thoroughly heated, add crab meat, stirring gently to keep lumps intact. Serve immediately in warm bowls and garnish with parsley."
262,Maryland Pavilion Crab Cakes,"eggs, mayonnaise, parsley, salt, pepper","In a bowl, combine crab meat, eggs, mayonnaise, horseradish mustard,  chopped parsley, salt, pepper, and hot-pepper sauce. Mix lightly. Separate  and form into 12 to 16 small cakes; do not pack firmly. Roll crackers into  fine crumbs. Pat the cracker crumbs lightly onto the crab cakes. Heat oil  to a depth of about 1/4 inch in a large skillet, or heat the oil in a deep  fryer. Fry crab cakes until golden brown, turning once. Drain on paper  toweling. Serves 6. \"
263,Crabapple Jelly,"cinnamon, lemon basil, sugar","Wash apples; remove stem and blossom ends. Cover with a water in a  large stainless steel or ceramic pot. Add washed sprigs of cinnamon or lemon basil. Simmer until apples are soft. Drain juice over pan; through jelly bag or clean dish towel. Bring 4 cups of drained juice (add water to make 4 cups if necessary), to a boil in a very large stainless steel or ceramic pot. Add sugar and boil to sheeting stage. (When the drips sheet together on the side of a stainless steel spoon). Skim. Pour into sterilized jelly jars. Skim again and seal with two thin layers of paraffin, making certain the 2nd one seals the jar to glass edges. Yield - about 5 cups of bright red jelly."
264,Trifle,"egg white substitute, granulated sugar, soymilk, lemon juice, whole wheat pastry flour, baking powder, salt, cornstarch, granulated sugar, soymilk, vanilla extract, lemon juice, sweet sherry, port wine, pear","Preheat the oven to 350 degrees. Beat the egg white substitutes until stiff  with an electric mixer. Fold in the sugar, milk, and lemon juice and beat again. Combine the flour, baking powder, and salt in a small mixing bowl. Sprinkle into  the egg white mixture, a bit at a time, beating in each time with the mixer  until velvety smooth. Pour into a lightly oiled, 9- by 13-inch baking pan. Bake  for 25 minutes, or until the top is golden and a knife inserted into the center  tests clean. This cake may be made well ahead of time; let it cool completely,  then store in an airtight container or proceed with the remaining steps. For  the custard, combine the cornstarch and sugar in a heavy saucepan. Pour in  enough soy milk to dissolve them. Whisk in the remaining milk. Place over  moderate heat and bring to a simmer, whisking almost continuously, so that the  cornstarch does not lump on the bottom. Let the mixture simmer gently, whisking  frequently, until thick. Remove from the heat. Stir in the vanilla and lemon  juice. Let the custard cool to room temperature.  Before assembling the trifle, cut the cake base into 4 to 6 sections, then  carefully split the sections in half through the center so that they are half  the thickness. Spread the bottom halves with the raspberry preserves , then  cover with the tops. Cut the sandwiched cake into approximately 1- by 2-inch  fingers. Assemble the trifle in a trifle dish or a IO-inch round, preferably  clear-glass casserole dish at least 3 to 4 inches deep: half the cake fingers,  sprinkled with half of the sherry or port, half of the custard, the pear s  lices, the remaining cake fingers, the remaining sherry or port, the remaining  custard. Sprinkle the top with the sliced almonds and decorate with small dots  of raspberry jam, either in an irregular or regular pattern. Chill thoroughly  before serving."
265,Suffolk Trifle (English),"white wine, brandy, egg, cornflour, caster sugar","Put the macaroons in a glass bowl and pour over the wine and brandy. Leave macaroons to soak, adding extra wine or brandy if they appear   dry. Pour the single cream into a pan and warm gently until just on   the point of boiling. Beat together the egg, egg yolk and cornflour   in a bowl, pour on the cream and whisk Iightly. Return to a clean   saucepan and cook gently, without boiling, until custard has   thickened, stirring continuously. Stir in the sugar and allow the   custard to cool a little. Pour over the soaked macaroons and set in   a cool place. Carefully smooth the jam over the custard,  then    sprinkle  with  almonds  and candied peel. Whip the double cream   until it stands in soft peaks and pipe or pile on top of trifle.   Serve decorated with extra blanched almonds and candied peel, if   desired."
266,Twice-Baked Potatoes (Microwave),"baking potatoes, bacon, butter, margarine, green onions, milk, salt, pepper, paprika","Pierce well-scrubbed potatoes twice. Place 1 inch apart on paper towel in microwave oven. Microwave at HIGH 10-1/2 to 12-1/2 minutes, or until  just softened, rearranging and turning over after half the cooking  time. Let stand, covered with a bowl, for 5 minutes. Place bacon on paper towel lined plate. Cover with paper towel. Microwave at HIGH 5 to 6 minutes, or until crisp. Drain bacon on paper towel; crumble. Place butter and green onion in 2 quart casserole; cover. Microwave at HIGH 1-1/2 to 2 minutes, or until butter is melted and onion is tender. Cut potatoes in half lengthwise. Scoop out center; place in casserole with onion-butter and bacon. Add milk, salt and pepper; mash until fluffy. Spoon into potato shells. Arrange on paper towel-lined microwaveable baking sheet. Sprinkle with paprika. Microwave at HIGH 3 to 7 minutes, or until heated, rotating 1/2 turn. Garnish with additional chopped green onion, if desired."
267,Twice Baked Potatoes,"baking potatoes, milk, butter, egg, parmesan cheese, nutmeg, chives, green onion top, paprika","Heat oven to 400 degrees Fahrenheit. Scrub potatoes; prick several times with a fork. Place in oven; bake 50 to 60 minutes until potatoes feel soft when squeezed. Remove and cool 15 minutes; half potatoes length wise (carefully). Using a small spoon scoop out pulp into a large bowl, leaving a 1/4 inch thick shell. Save the best 8 shells. Freeze the remaining shells for French fries or stuffed potato skins. Simmer milk and butter until butter melts. Pour over potato pulp and mash or beat until almost smooth. Add egg, half of cheese,salt, pepper and nutmeg. Mash until almost smooth. Fill shells using about 1/3 cup mixture per shell. Sprinkle with chives or green onion, remaining cheese and a little paprika. Reduce oven heat to 350 degrees Fahrenheit. Place shells on cookie sheet. Bake for 30 minutes until puffed and brown."
270,Spiced Pear Butter,"pears, cinnamon sticks, allspice, cloves, sugar","Combine pears and apple juice in a large Dutch oven. Tie broken cinnamon  spices, gingerroot, allspice and cloves in a piece of cheese cloth; add  to pear mixture. Bring to a boil; cover, reduce heat, and simmer for 45  minutes to 1 hour or until pears are tender. Drain pears, and discard  spice bag. Mash pears or process in food processor until smooth. Return  pear puree to Dutch oven, and add sugar. Cook, uncovered, over medium  heat for 30 to 40 minutes or until mixture thickens, stirring frequently. Remove from heat, and quickly pour hot pear mixture into hot sterilized  jars, leaving 1/4-inch headspace; wipe jar rims. Cover at once with  metal lids, and screw on bands. Process in boiling water bath for 5  minutes."
271,Lemon Curried Lamb Chops,"lamb chops, lemon juice, salt, curry powder, sugar, butter","Combine lemon juice, curry powder, salt and sugar. Brush mixture over the chops and let stand for 2 hours to absorb the flavors. Heat the  butter in a frying pan, cook until golden brown on both sides."
272,Lemon Mint Lamb Chops,"lamb chops, butter, onion, lemon, lemon juice, sugar, mint","Grill chops until tender. While chops are under the grill, prepare the sauce:, Melt butter in pan; add finely chopped onion, saute until tender. Add lemon rind, lemon juice, sugar and mint, heat gently. Spoon over hot chops. Cheers, Doreen Doreen Randal, Wanganui, New Zealand."
273,Winter Pear Butter,"pears, sugar, brandy, water","Peel, quarter and core the pears; chop in 1/2-inch pieces. Put all the ingredients in a large heavy pot; bring to a boil. Reduce the heat and cook, stirring often, for 15 minutes, or until the  pears are soft. Puree the mixture in a food processor or blender. Return the  puree to the pot. Cook uncovered over very low heat, stirring often, for 1 to 1-1/2 hours, or until the pear butter is very thick. Be careful not  to let it scorch. Remove from the heat. Stir the hot pear butter for a minute or two to release more heat. Spoon into clean hot jars, leaving 1/4 inch of space at the top of  each jar. Wipe the rim of each jar. Cover and allow to come to room  temperature. (You'll notice that the pear butter is a rather gray-green  color; this is the correct color.), Label the jars and refrigerate for up to three weeks. (Remember: The label should include the name of the recipe and the  date by which it should be eaten. Be sure the recipient stores the pear butter in the refrigerator.)."
274,Meatballs in Cheese Pastry,"flour, cayenne pepper, butter, cheese, egg, sesame seeds, beef, lime rind, lime juice","Process flour, pepper and butter until combined. Add cheese, process until mixture forms a ball. Knead dough on a lightly floured surface until smooth; cover and refrigerate 30 minutes. Roll pastry between sheets of greaseproof paper until 2mm thick. Cut into 4cm rounds, top each with a meatball. Fold pastry to enclose meatballs completely, roll into balls. Brush top with egg, sprinkle with seeds, place about 3cm apart on greased oven trays. Cover and refrigerate 30 minutes. Bake in a moderately hot oven about 15 minutes or until lightly browned; cool before serving. MEATBALLS:- Combine all ingredients in a bowl; mix well. Roll level teaspoons of mixture into balls. You can make three hours ahead of time and cooked balls freeze well."
275,Basic Habanero Sauce,"habanero peppers, carrot, onion, distilled vinegar, garlic cloves, lime juice","Saute onion and garlic until soft. Add carrots with a small amount of water. Bring  to a boil, reduce heat and simmer until carrots are soft. Place in a blender with the peppers; puree until smooth. Mix puree with vinegar and lime juice and simmer for 5 minutes. Seal in sterilized bottles/jars.  Makes 2 cups. You can also try: My recipe. I'm allergic to onions, so I make mine somewhat differently, 24-30 Habenero peppers, stemmed and chopped, 2 Tbsp Olive oil, 1 pound shredded carrots, 2 heaping Tbsp of chopped garlic (I get this at the market in a jar. I prefer  to use the water pack, but the garlic packed in oil works just as well), 1 cup apple cider vinegar, 1/2 to 3/4 cup key lime juice. Saute Garlic in oil until soft. Add carrots and stir-fry for a minute or two to  distribute the garlic well. Add enough water to come just short of covering the  carrots. Bring to a boil, and simmer until carrots are soft, and liquid is  reduced to about 1/2 of what you started with. Put carrot mixture and peppers into food processor and process until relatively smooth, adding vinegar and lime juice. Return to the stove and simmer 5 to 7 minutes. For smooth Tabasco style sauce, strain through cheesecloth (pressing out  all the liquid) and bottle in sterilized bottles. For a thicker basting type sauce, bottle as is. Makes 8 or 9 ( 4 oz) canning jars."
276,Greek Phyllo Seafood Rolls,"frozen spinach, part-skim ricotta cheese, feta cheese, lemon, dried dill weed, fresh dill weed, pepper, olive oil, onion, garlic cloves, garlic cloves, large shrimp, phyllo dough, butter","Squeeze the spinach with your hands to remove excess liquid. Put the spinach in  a large bowl with ricotta, feta, lemon zest, dill weed and pepper. Stir to mix  well. Heat the olive oil in a medium frying pan over medium heat. Add the onion and cook, stirring occasionally, until the onion is tender, 3 to 4 minutes. Add  the garlic and stir 20 to 30 seconds. Add the onion-garlic mixture to the bowl with the spinach; stir until well mixed. Stir in the shrimp and set aside. Preheat the oven to 375 degrees Fahrenheit. Separate 1 sheet of the phyllo dough; lay it on the work surface with the long side toward you. (Keep the stack of remaining dough covered with plastic wrap to prevent it from drying.). Lightly brush the sheet with a little of the melted butter; lay another sheet evenly on top. Lightly brush half of the top sheet with more butter; fold the other half over to make a rectangle 8 x 11 inches. Lightly brush with a little more melted  butter. Spoon a generous 1/4 cup of the filling along the bottom edge, leaving 1 inch of phyllo clear on all sides. Lift the bottom end of the sheet and fold it over the filling. Fold the sides over and press lightly; gently roll up. Set the roll seam-side down on a lightly greased baking sheet (you will need 2  baking sheets). Repeat to use the remaining filling and phyllo. Brush the tops  of the rolls with melted butter. Bake until golden, 25 to 30 minutes. Serve  hot or warm."
277,Ouzo-Marinated Greek Cheese,"kasseri cheese, olive oil, fresh parsley, fresh thyme, pepper","Cut cheese lengthwise into four 1/2-inch thick pieces. Arrange in single layer in shallow dish. Mix ouzo, olive oil, parsley, thyme and pepper in small bowl. Pour over cheese. Marinate at least 4 hours and up to 8 hours, turning once. Preheat broiler. Remove cheese from marinade; transfer to 4 small broiler proof gratin dishes. Drizzle 2 teaspoons marinade over each piece of cheese. Broil until cheese is soft and just begins to melt, about 4 minutes. Serve with bread. Notes: This starter is an easy version of the fried cheese dish, saganaki, which is traditionally paired with a glass of ouzo. Serve with freshly grilled pita bread."
278,Greek Spinach Triangles,"frozen spinach, eggs, onion, cream cheese, pepper, feta cheese, butter, margarine, phyllo pastry","* To cut calories, you can use butter-flavored cooking spray in place of the  butter. Cook spinach according to directions; drain well. Mix spinach, eggs, onion, cream cheese, pepper and feta cheese together. Refrigerate mixture at least 1 hour. Open package of phyllo pastry; cut a strip 2\, , , , , , , , 
, , , , , , , , , , , , "
279,Grand Marnier Cake,"butter, sugar, Grand Marnier, flour, baking soda, baking powder, sour cream, walnuts, sugar, Grand Marnier","Cream sugar and butter. Add egg yolks and 1 teaspoon  Grand Marnier. Continue to beat. Sift flour, baking soda and  baking powder. Add flour to mixture with sour cream, beginning  and ending with dry ingredients. Add orange rind, walnuts and  stiff beaten egg whites. Butter and flour an angle food cake  pan. Bake at 350 degrees for 55 minutes. Spoon topping over baked  cake while still in hot pan. Cool and invert onto serving  plate."
280,Spanish Potato Omelet (Tortilla a la Espanola),"olive oil, potatoes, onion, coarse salt, eggs","Heat the oil in a 8-9 inch skillet. Add the slices of potato one at a time to avoid sticking together. Alternate layers of potatoes with layers of onions. Cook slowly over medium heat, turning the potatoes until tender, not brown. Drain potatoes in a colander, save oil. Make sure skillet is very clean for later use.  In a bowl, beat eggs with a fork until slightly foamy. Salt to taste.  Add the potatoes, press down to cover potatoes completely with egg.  Return to skillet, heat 2 tablespoons of saved oil until smoking point.  Add the mixture, spread it out. Rapidly, lower the temperature to medium-high. Shake the pan often to avoid sticking. When the bottom is brown, cover the skillet with a plate, turn skillet up-side down, remove tortilla, slide off plate with uncooked side down into skillet and cook the other side, Turn several times until cooked"
281,French Pecan Pie,"sugar, vanilla, pecans, German chocolate","Beat egg whites until stiff but not dry. Gradually add sugar. Add vanilla, broken crackers and pecans. Bake in a 10-inch buttered pie pan for 30 minutes at 300 degrees Fahrenheit. Cool. Top with sweetened whipped cream (spread over cooled pie). Garnish with shaved chocolate."
282,Thai Coconut Chicken Soup,"boneless skinless chicken breast halves, coconut milk, green onions, serrano chilies, nam pla, lemongrass, lime","Bring 1 cup coconut milk to boil. Add chicken, lemon grass, and Laos. Cover  and simmer til chicken is tender. Add remaining 1 cup coconut milk, green  onions and chilis. DO NOT BOIL. Stir in lime juice and fish sauce just before  serving."
283,Salt Cod Chowder,"salt cod fish, fat salt pork, onion, raw potatoes, raw carrot, boiling water, salt, pepper, canned corn niblet, milk","Freshen salt cod by soaking it overnight in cold water to cover. Drain, place in a stewing pot, and cover with fresh water. Bring to simmer with low heat. Check to see if the fish is still too salty - if so, drain, add fresh cold water, and bring to simmer again, and drain. Fry salt pork in stewing pot until crisp; remove fried pork scraps and reserve for garnish. Cook onion in pork fat until tender. Add potatoes, carrots, water, salt, and pepper and cook covered for about ten minutes, or until vegetables are tender. Add corn or hominy, heated milk, and freshened salt cod. Bring chowder to a simmering temperature, but do not boil. Garnish with the pork scraps. Serve hot, with freshly baked home made bread or rolls and butter."
284,Thai Fried Bananas,"bananas, butter, palm sugar, lime",Peel bananas; slice lengthwise then in half. Fry in butter until soft and golden. Add sugar and stir until syrup thickens. Sprinkle with lime juice and serve.
285,Thai Beef Salad,"romaine lettuce, red leaf lettuce, Belgian endive, fresh lime juice, soy sauce, beef, brown sugar, garlic cloves, cilantro, tomatoes, green onions","Tear romaine lettuce, red leaf lettuce, and Belgian endive into bite-size pieces. In small bowl, combine 2 tablespoons oil,  2 tablespoons lime juice, and 2 tablespoons soy sauce. Add beef strips; stir; marinate at least 1 hour at room  temperature. In food processor, combine 1/2 cup oil, 2 tablespoons lime juice, 1 tablespoon soy  sauce, ginger, brown sugar, garlic and jalapenos; puree. Reserve marinade. Stir-fry beef in 2 tablespoons oil until just browned. Mix reserved marinade with  dressing. Top greens with beef. Pour dressing into a wok; stir to heat; mix in beef juices. Pour hot dressing over salad. Add cilantro, tomatoes, and  green onions; toss."
287,Feijoada (Brazilian Bean Soup),"dried black beans, onions, turkey Polish kielbasa, turkey Polish kielbasa, garlic, cumin, water, salt, pepper, bay leaf, red wine vinegar","Sort and wash beans; place in a large Dutch oven. Cover with water to 2 inches above beans, and bring to a boil; cook 2 minutes. Remove from heat; cover and let stand 1 hour. Drain beans; set aside. Wipe pan with a paper towel. Heat oil in pan over medium heat. Add onion, kielbasa, and garlic; saute 10 minutes or until onion is tender. Add cumin, and saute 1 minute. Return beans to pan. Add water and next 3 ingredients; bring to a boil. Cover, reduce heat, and simmer 1 hour and 10 minutes or until beans are tender; remove bay leaf. Stir in vinegar and hot sauce."
288,Thai Coconut Custard,"coconut milk, eggs, palm sugar, salt","Beat coconut milk, eggs, palm sugar and salt together. Cook in a double boiler, stirring constantly, until it resembles  soft scrambled eggs. Pour into a small casserole dish. Bake at 350 degrees Fahrenheit for 30  minutes. Brown under a broiler."
289,Feijoada (Brazilian Bean Soup) II,"black beans, water, ham, hot Italian sausage, cherry tomatoes, onion, red pepper flakes, garlic cloves, orange zest","Soak black beans overnight; drain. Preheat oven to 350 degrees Fahrenheit. Combine black beans, water, ham, pork loin, Italian sausage, cherry tomatoes, onion, red pepper flakes, garlic, and orange zest in a Dutch oven. Bring to boil, uncovered, on stove top. Cover and transfer to oven. Bake 90 minutes. Remove cover and bake another 30 minutes. Cool overnight in refrigerator. Remove fat and reheat."
290,Bean Curd With Broccoli,"cornstarch, dry sherry, soy sauce, scallion, gingerroot, garlic cloves, broccoli, salt, medium firm tofu","Put cornstarch into a cup and slowly add 1/4 cup of the vegetable stock (make  sure it is room temperature or cooler) and mix well. Add wine, soy sauce and  sesame oil. Mix well. Cut scallion into 1 1/2-inch lengths. Heat vegetable oil  in a wok over medium heat. When hot, put in ginger and garlic. Stir fry for 10  seconds. Put in scallion and broccoli. Fry for 1 minute. Add 1/2 cup vegetable  stock and the salt. Bring to a simmer. Cover and cook over a medium heat for a  minute, until broccoli is tender-crisp. Remove broccoli with a slotted spoon. Turn heat to low and add tofu. Let it heat through. Add cornstarch mixture.Stir  very gently. Put broccoli back in wok. Serve as soon as the sauce is thick and  everything is heated through."
291,Cauliflower and Potatoes,"cumin seed, fresh ginger, cauliflower, potatoes, garam masala, salt","Put oil, cumin seed and ginger in a large frying pan and cook over medium heat 3 to 5 minutes. Add cauliflower and potatoes. Add some garam masala and red peppers and mix. Cook over medium heat 7 to 10 minutes. Cover and reduce heat to low. The steam should cook the vegetables. If it seems too dry, add a little water."
292,Curried Vegetables,"cauliflower, carrots, celery, onion, mayonnaise, salt, curry powder, ginger, cheddar cheese, butter","Cook the cauliflower, carrots, celery, and onion in a small amount of water until crisp- tender-drain; set aside. Combine the soup, mayonnaise, salt, curry powder, coriander, and ginger in a mixing bowl; mix well. Stir in the vegetables. Spoon into an oven-proof casserole dish. Combine cheddar cheese, bread crumbs and melted butter. Sprinkle over the vegetables. Bake uncovered at 350 degrees Fahrenheit for 30 to 35 minutes."
293,Scrambled Tofu on Toast,"plain firm tofu, butter, turmeric, herbs","Crumble the tofu and fry it in the vegetable oil and butter until evenly cooked. Add the turmeric, herbs, and salt and pepper to taste. Saute a further few minutes. Serve on crispy wholemeal toast spread with butter. This is the basic recipe... you can also add grated cheese, fried mushrooms, sweet or hot peppers, onions, garlic, or anything you like to this mixture to make it to your taste!  Experiment and enjoy!"
294,Crisp Sauteed Cucumbers With Lemon,"cucumber, salt, lemon, olive oil, flour, salt, pepper, fresh parsley leaves","Peel the cucumbers if waxed. Cut cucumbers in half lengthwise; scoop out the seeds with a spoon. Cut them into inch chunks. If the cucumbers are not super-firm, place the chunks in a colander and sprinkle them with 1 tablespoon  of salt. Shake to distribute the salt. Let cucumber drain for about 20 minutes. Rinse and dry. If the cucumbers are already firm, proceed with the recipe. Remove a few strips of zest from the lemon with a zester or vegetable peeler; mince enough to measure 1 teaspoon. Cut the lemon in half through its equator and section it as you would an orange. Set the zest and lemon sections aside. Place  the butter or oil in a large skillet over medium high heat. Place about 2 cups flour in a bag, and, when the butter melts or the oil is hot, put a few chunks of cucumber at a time in the bag. Shake well; add cucumbers to the skillet. Repeat until all the cucumbers are used up. Cook over medium high heat, stirring and turning occasionally, for about 10 minutes, until the exteriors of the cucumbers are crisp and the interiors are tender enough to be easily pierced  with a thin-bladed knife. Add the lemon zest and lemon sections, along with salt and  pepper, and cook for 1 minute more. Garnish with parsley and serve."
295,Tutti Frutti Trifle,"grapefruit, orange, fresh pineapple, marshmallows, maraschino cherries, moist coconut, maraschino juice, confectioners' sugar",Remove segments from membrane of grapefruit and orange; slice pineapple. Cut marshmallows and cherries into eighths. Soak marshmallows and coconut in maraschino juice. Beat egg whites until stiff and fold in sugar. Combine  with fruits and coconut marshmallow mixture. Freeze until firm. For an extra taste treat add 1 Tbsp of brandy or some people  like to add 1/2 cup of seedless raisins.
296,Creamed Cucumbers,"salt, butter, onion, pepper, sour cream, yogurt, fresh dill, cucumber","Peel the cucumbers if waxed. Cut them in half lengthwise and scoop  out the seeds with a spoon. Cut them into 3/4 inch chunks. If the  cucumbers are not super-firm, place the chunks in a colander and sprinkle  them with 1 tablespoon of salt. Shake to distribute the salt and let  them drain for about 20 minutes. Rinse and dry. If the cucumbers are  already firm, proceed with the recipe.  Place butter in a medium to large skillet over medium heat. When it  melts, add the onion and cook, stirring occasionally, until the onion  softens, about 5 minutes. Do not let the onion brown. Add the cucumbers  and cook, stirring for about 5 minutes, until the cucumbers are just  tender. Add pepper and, if you did not salt them earlier, salt.  Turn heat to low, then stir in the cream or yogurt and a good handful  of dill. Stir until well blended, then serve, garnished with more dill."
